trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
129,False,"{'a': 0.2, 'e': 0.019658651345404305}",25,15,20.911594598427595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.2, 'e': 0.019068891805042173}",25,7,34.31199245326856,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.2, 'e': 0.018496825050890908}",25,20,11.355947369566898,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.2, 'e': 0.01794192029936418}",30,18,19.433013200942106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.2, 'e': 0.017403662690383254}",25,10,31.26293867023066,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.2, 'e': 0.016881552809671758}",25,9,26.87842907669404,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.2, 'e': 0.016375106225381603}",25,18,13.6423563165258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.2, 'e': 0.015883853038620156}",20,11,15.818072492303418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.2, 'e': 0.01540733744746155}",30,20,18.230877915487202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.2, 'e': 0.014945117324037704}",20,0,32.03352264892749,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.2, 'e': 0.014496763804316573}",30,16,26.032909356462405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.2, 'e': 0.014061860890187074}",20,0,27.708593734974944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.2, 'e': 0.013640005063481462}",20,12,12.550964309033438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.2, 'e': 0.013230804911577018}",30,8,32.35467557708096,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.2, 'e': 0.012833880764229706}",30,17,24.02116509165835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.2, 'e': 0.012448864341302815}",20,2,29.244860330971044,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.2, 'e': 0.01207539841106373}",25,15,17.92102372998801,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.2, 'e': 0.011713136458731817}",25,18,13.36375286494216,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.2, 'e': 0.011361742364969863}",25,18,14.589674116207902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.2, 'e': 0.011020890094020767}",30,10,9.968953719863373,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.2, 'e': 0.010690263391200144}",20,6,18.297379710609693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.2, 'e': 0.010369555489464138}",25,11,23.18691733237564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.2, 'e': 0.010058468824780216}",35,22,13.435123691302643,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.2, 'e': 0.009756714760036807}",25,9,27.102274726979203,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.2, 'e': 0.009464013317235703}",20,6,26.56014207248285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.2, 'e': 0.009180092917718633}",25,14,21.44283235605561,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.2, 'e': 0.008904690130187073}",35,24,21.951654928843183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.2, 'e': 0.008637549426281461}",25,8,29.494496982390228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.2, 'e': 0.008378422943493016}",20,6,30.286481446951033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.2, 'e': 0.008127070255188227}",20,6,22.41792528886662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.2, 'e': 0.007883258147532579}",30,15,27.439122739248408,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.2, 'e': 0.007646760403106601}",25,13,25.56223924390703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.2, 'e': 0.007417357591013403}",30,9,33.94367829183352,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.2, 'e': 0.007194836863283}",30,15,29.99805198465508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.2, 'e': 0.0069789917573845105}",25,20,11.097029356631168,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.2, 'e': 0.006769622004662975}",30,15,29.976140543000064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.2, 'e': 0.006566533344523086}",20,10,16.854968537615868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.2, 'e': 0.006369537344187393}",20,0,30.949370894526282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.2, 'e': 0.006178451223861771}",20,0,29.71471003828225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
168,False,"{'a': 0.2, 'e': 0.005993097687145918}",20,10,19.31582827868597,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.00581330475653154}",25,0,-8.616373739452133,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
170,False,"{'a': 0.2, 'e': 0.005638905613835593}",20,6,21.640826719119346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.005469738445420525}",35,19,30.481846149138434,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.2, 'e': 0.00530564629205791}",30,10,12.012904566358326,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.005146476903296172}",20,2,25.707872563334053,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.2, 'e': 0.004992082596197287}",25,9,29.677566564147817,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.004842320118311368}",20,14,11.869953180425876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.004697050514762027}",25,19,12.872039624600005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.004556138999319166}",25,11,28.40763398234087,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.2, 'e': 0.004419454829339591}",20,0,28.04662135575911,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.004286871184459403}",30,12,33.31917563038274,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.2, 'e': 0.004158265048925621}",35,16,38.58308312732066,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.004033517097457852}",25,15,15.315549945050977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.003912511584534117}",20,8,18.94659289349399,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
